Athlete_ID,athleteGuid,firstName,middleName,lastName,gender,gradeLevel,Sport_ID,sportName,SchoolId,SchoolName,TeamLevel,TeamLevelText,YearsPlayingSport,Height,Weight,isMultiSport,secondSport_ID,sportsPlayed
108000075,E8A111A6-A0DB-4A14-90BE-229F3D9119A7,Addison,R.,Garcia,F,9,12,Volleyball,2738,Cedar Creek High School,3,Freshman,2,72,105,0,,Volleyball
108000076,07E16106-703D-4A87-BE30-86E4AF7A1FE1,Emmett,,Kim,M,10,7,Basketball,2740,Lakeside High School,2,Junior Varsity,6,73,161,0,,Basketball
108000077,731C7178-25DC-48C2-8D72-3E2216B1D95F,Kenzie,L.,Hernandez,F,9,14,Track & Field,2739,Prairie View High School,3,Freshman,2,59,129,0,,Track & Field
108000078,262B9C8F-6DE9-4E3E-9387-DD48C4F6DF45,Maya,J.,Wright,F,9,9,Softball,2740,Lakeside High School,3,Freshman,4,60,148,0,,Softball
108000079,492402BB-B995-4F6C-B8D1-11E279B45B1A,Dominic,R.,Harris,M,11,12,Volleyball,2737,North Star High School,2,Junior Varsity,5,71,157,1,32.0,Volleyball; Swimming
108000080,9E48615C-6CFD-49E8-9532-F77C27E44F0E,Kai,,Mitchell,M,12,3,Football,2740,Lakeside High School,3,Freshman,6,70,150,0,,Football
108000081,272676AC-0CAF-4DB8-AE25-FE80B62A713B,Ximena,J.,Lopez,F,10,21,Cross Country,2738,Cedar Creek High School,1,Varsity,5,65,139,1,3.0,Cross Country; Football
108000082,8731695E-B47D-477E-A77E-29BE1D0E288A,Marisol,,Garcia,F,12,25,Soccer,2738,Cedar Creek High School,3,Freshman,6,60,136,0,,Soccer
108000083,E7244CD8-95CE-4A1B-8096-27D94E9E05FC,Sierra,,Anderson,F,10,25,Soccer,2739,Prairie View High School,1,Varsity,5,64,110,0,,Soccer
108000084,66A6C2D7-0805-48F5-91B6-6441EFAF23B6,Cole,,Cook,M,11,7,Basketball,2738,Cedar Creek High School,2,Junior Varsity,3,71,177,0,,Basketball
108000085,97CA333E-F4BF-42D3-8A2E-058F218772E3,Nora,R.,Hill,F,9,21,Cross Country,2738,Cedar Creek High School,2,Junior Varsity,2,64,95,0,,Cross Country
108000086,A95923F6-4CC5-48D8-AAD2-F19738CC4A9E,Kenzie,,Young,F,9,3,Football,2738,Cedar Creek High School,1,Varsity,5,65,132,0,,Football
108000087,5EF84FDF-2137-4C4E-A921-B008D64F1B3E,Brooklyn,,Morris,F,11,32,Swimming,2739,Prairie View High School,3,Freshman,7,65,126,0,,Swimming
108000088,CED28877-F85D-4A64-8A54-ED0BA1A99E2B,Omar,R.,Carter,M,12,5,Baseball,2737,North Star High School,2,Junior Varsity,3,70,199,0,,Baseball
108000089,42B9A109-D77C-4B91-9E14-724C66235074,Kai,R.,Lewis,M,10,25,Soccer,2737,North Star High School,2,Junior Varsity,3,71,150,1,12.0,Soccer; Volleyball
108000090,05A4B39B-1192-49EF-9FD2-11892DDA521F,Aisha,M.,Hill,F,12,25,Soccer,2738,Cedar Creek High School,1,Varsity,6,64,143,0,,Soccer
108000091,6B2B800B-770B-4DB2-961C-F6128C502442,Hayden,,Evans,M,11,18,Wrestling,2737,North Star High School,2,Junior Varsity,5,64,178,1,25.0,Wrestling; Soccer
108000092,5DF11939-7428-4FA3-97CB-7357FE983E03,Hayden,,Mendoza,M,8,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,3,66,217,1,12.0,Football; Volleyball
108000093,B5B3666C-7E51-42A5-804C-AEC0A6692977,Hunter,,Kim,M,8,25,Soccer,2742,Bluebonnet Middle School,4,7th/8th Grade,2,67,157,0,,Soccer
108000094,87AEB8E8-96E6-4A9B-8020-030FDFB65B1F,Ivy,,King,F,7,25,Soccer,2741,Red Oak Middle School,4,7th/8th Grade,3,57,85,1,30.0,Soccer; Tennis
108000095,77D634D1-988E-4353-A061-ABFA4DCA0759,Cameron,,Adams,M,10,5,Baseball,2739,Prairie View High School,1,Varsity,4,74,181,0,,Baseball
108000096,06F4BAB7-0288-448C-BD29-81264A7C8F0F,Kenzie,,Bennett,F,8,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,4,68,164,0,,Football
108000097,B9717386-1231-4E79-A7BA-6DB0B0F9FAAC,Cole,,Castillo,M,10,7,Basketball,2740,Lakeside High School,2,Junior Varsity,5,73,191,0,,Basketball
108000098,F1F482D2-F9CD-4B26-B743-CC8AF46409BE,Dakota,A.,Haddad,M,9,3,Football,2737,North Star High School,2,Junior Varsity,6,73,228,1,21.0,Football; Cross Country
108000099,54490674-DDB8-4960-9F07-0114BE1F640F,Bryce,L.,Rivera,M,7,5,Baseball,2741,Red Oak Middle School,4,7th/8th Grade,2,65,166,1,21.0,Baseball; Cross Country
108000100,6A9F5F1E-FCEC-4FC1-85E7-3A49FA24950D,Priya,L.,Adams,F,7,25,Soccer,2742,Bluebonnet Middle School,4,7th/8th Grade,2,64,112,0,,Soccer
108000101,B4CF46D4-44B0-476C-A863-703D8C263F98,Zara,A.,White,F,7,12,Volleyball,2741,Red Oak Middle School,4,7th/8th Grade,2,62,136,1,28.0,Volleyball; Cheer
108000102,EE949623-5415-46A3-BCC6-DA07E676A161,Dante,M.,Peterson,M,11,25,Soccer,2740,Lakeside High School,3,Freshman,4,69,142,0,,Soccer
108000103,403293B5-70B8-41F8-815E-9C9359694E00,Nina,,Johnson,F,10,9,Softball,2738,Cedar Creek High School,2,Junior Varsity,5,61,134,0,,Softball
108000104,F62FC51F-AA56-4B53-8A10-181477C61289,Ximena,,Lopez,F,12,14,Track & Field,2737,North Star High School,1,Varsity,7,67,126,0,,Track & Field
108000105,D93E06B4-B450-4A61-AB87-72E7E900770C,Amara,J.,Cox,F,9,28,Cheer,2737,North Star High School,1,Varsity,1,59,85,0,,Cheer
108000106,BD113F22-8B82-43AC-9665-D0477C0241B3,Omar,,Cruz,M,8,7,Basketball,2741,Red Oak Middle School,4,7th/8th Grade,5,63,175,0,,Basketball
108000107,1C8294C6-39D8-4892-93B7-99DDEA24B7FD,Quinn,J.,Reyes,F,12,21,Cross Country,2737,North Star High School,1,Varsity,6,69,144,0,,Cross Country
108000108,9372B357-528A-4DEA-8501-70785C7CD370,Grace,,Morgan,F,8,7,Basketball,2742,Bluebonnet Middle School,4,7th/8th Grade,7,66,143,0,,Basketball
108000109,1EE20642-7732-40AD-8FDA-B81A31388C61,Dominic,M.,Alvarez,M,11,7,Basketball,2739,Prairie View High School,2,Junior Varsity,6,75,179,0,,Basketball
108000110,457BA858-AB1B-468C-8F14-0725A270DFA6,Knox,,Wood,M,11,3,Football,2737,North Star High School,3,Freshman,5,68,158,0,,Football
108000111,7B6D95E7-0A8A-49A0-93C9-DAB2B096F56A,Caleb,,Harris,M,7,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,2,66,176,1,7.0,Football; Basketball
108000112,3C94BF2F-107D-426B-91F5-F6BD1202E5DC,Zara,,Hernandez,F,11,28,Cheer,2739,Prairie View High School,2,Junior Varsity,5,58,119,0,,Cheer
108000113,CE7F0026-D746-46A1-A76B-59B19D06B964,Journee,,Campbell,F,12,18,Wrestling,2740,Lakeside High School,3,Freshman,7,61,115,0,,Wrestling
108000114,FBEED873-3C56-4158-A211-7475F002FBED,Grace,J.,Parker,F,10,12,Volleyball,2738,Cedar Creek High School,2,Junior Varsity,4,66,140,0,,Volleyball
108000115,AC74033D-C0C9-42CD-A8FF-064AB83F690C,Jose,M.,Cox,M,8,5,Baseball,2741,Red Oak Middle School,4,7th/8th Grade,3,69,127,0,,Baseball
108000116,4CDAC228-E2DF-40C7-A523-CBBFD054484B,Weston,M.,Garcia,M,9,14,Track & Field,2740,Lakeside High School,1,Varsity,4,67,125,0,,Track & Field
108000117,2928FC66-7E0A-4780-9AC9-397EF38DEE83,Peyton,A.,Mitchell,F,7,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,4,65,148,1,14.0,Football; Track & Field
108000118,1555E668-212A-4003-8E52-EBE428FB1E95,Casey,,Diaz,M,9,3,Football,2739,Prairie View High School,3,Freshman,3,69,171,1,12.0,Football; Volleyball
108000119,AD646279-A53D-4A23-BF06-4D9679D1E3C2,Emerson,M.,Walker,F,10,12,Volleyball,2739,Prairie View High School,1,Varsity,7,69,161,0,,Volleyball
108000120,2FD5473F-2E83-4016-9E52-D06F807AEAC3,Jaxon,A.,James,M,12,7,Basketball,2737,North Star High School,1,Varsity,8,75,188,0,,Basketball
108000121,230C1E74-F192-4D8D-BBF6-2AB22F150ECA,Jordan,,Lopez,M,11,7,Basketball,2739,Prairie View High School,2,Junior Varsity,1,65,187,0,,Basketball
108000122,FEBA9752-1963-4139-A621-22AAA42800CA,Rhett,,Chavez,M,11,25,Soccer,2739,Prairie View High School,1,Varsity,9,73,149,0,,Soccer
108000123,7D677C4D-C33C-4ED7-98F9-4D29A28E4349,Casey,L.,Mendoza,M,11,14,Track & Field,2740,Lakeside High School,3,Freshman,3,69,158,0,,Track & Field
108000124,51F086E3-6695-4AEE-B0A2-E7C1247F9113,Isaiah,,Ortiz,M,10,25,Soccer,2738,Cedar Creek High School,1,Varsity,5,68,159,0,,Soccer
108000125,6E58F058-3615-4301-BD68-C385E30EF08F,Emerson,,Phillips,F,9,9,Softball,2738,Cedar Creek High School,2,Junior Varsity,4,60,143,0,,Softball
108000126,BCFCDAD5-FBEE-4597-AF85-F8723FF79D76,Trevon,,Edwards,M,11,3,Football,2738,Cedar Creek High School,1,Varsity,5,67,202,0,,Football
108000127,DC361245-AE54-45BD-8819-26107FE11380,Jose,J.,Hernandez,M,12,3,Football,2739,Prairie View High School,2,Junior Varsity,8,71,207,0,,Football
108000128,4C8151EA-3EAB-4F2D-A8CE-D8821BF0A6A8,Brady,A.,Castillo,M,10,21,Cross Country,2739,Prairie View High School,1,Varsity,5,66,146,0,,Cross Country
108000129,5A4B6154-47FB-422E-BFD7-24E37780E215,Malik,J.,Walker,M,10,5,Baseball,2737,North Star High School,2,Junior Varsity,4,66,201,0,,Baseball
108000130,C803F6E7-B077-4691-998F-712318E4F71B,Noah,A.,Nguyen,M,7,3,Football,2741,Red Oak Middle School,4,7th/8th Grade,2,67,169,0,,Football
108000131,171AA3E3-A78D-4E83-A8C8-47B98E734CD1,Noah,L.,Cook,M,11,21,Cross Country,2740,Lakeside High School,2,Junior Varsity,6,67,100,0,,Cross Country
108000132,C6C993DF-4F21-4783-8873-E625E8100D14,Tatum,J.,Campbell,F,10,3,Football,2739,Prairie View High School,1,Varsity,4,66,130,0,,Football
108000133,EE25BF85-A5B5-480B-BB85-AD25A90A7540,Sage,,Stewart,F,10,7,Basketball,2739,Prairie View High School,3,Freshman,5,70,158,0,,Basketball
108000134,41003F66-94E5-493B-9D31-DA6E0E29696A,Casey,R.,Flores,M,10,3,Football,2738,Cedar Creek High School,3,Freshman,4,71,159,0,,Football
108000135,22732D49-D6B5-42FB-A2D1-485A90DD44D1,Aisha,R.,Cruz,F,11,7,Basketball,2740,Lakeside High School,1,Varsity,6,69,151,0,,Basketball
108000136,080FF1BA-589D-4D62-94FC-B1D0128E0030,Jada,J.,Flores,F,11,3,Football,2738,Cedar Creek High School,3,Freshman,6,65,124,0,,Football
108000137,3AEF809E-C2C3-4710-BDFE-36EB8E82F4D9,Alex,J.,Murphy,M,9,3,Football,2740,Lakeside High School,1,Varsity,4,65,163,0,,Football
108000138,15FE07E2-C551-4007-94BF-FE100D16E434,Dylan,M.,Davis,M,10,5,Baseball,2738,Cedar Creek High School,3,Freshman,5,70,166,0,,Baseball
108000139,889B1456-E797-4A1C-9B46-DA6E7E71971C,Raj,L.,McCoy,M,11,21,Cross Country,2738,Cedar Creek High School,3,Freshman,6,67,128,1,14.0,Cross Country; Track & Field
108000140,D70E34D2-2FFA-40D2-8F56-F653D9555ECA,Zion,A.,Brooks,M,9,5,Baseball,2740,Lakeside High School,3,Freshman,4,69,200,0,,Baseball
108000141,B036CF8A-018E-4919-A839-B36E1BEACA95,Dylan,,Moore,M,7,3,Football,2742,Bluebonnet Middle School,4,7th/8th Grade,3,69,150,1,14.0,Football; Track & Field
108000142,61F3BE69-D76C-4375-9029-447639868561,Omar,,Mendoza,M,9,14,Track & Field,2740,Lakeside High School,1,Varsity,3,67,127,0,,Track & Field
108000143,1090D5FB-D9A0-4BB8-9509-FE6E2718A265,Zara,,Hernandez,F,9,18,Wrestling,2737,North Star High School,2,Junior Varsity,4,59,128,1,12.0,Wrestling; Volleyball
108000144,2D35AE52-75B8-4242-BCED-3C160C021461,Angel,A.,Cruz,M,9,14,Track & Field,2738,Cedar Creek High School,3,Freshman,1,68,145,0,,Track & Field
108000145,FF1B4CF1-74B7-4046-B7D1-22389756CE12,Xavier,A.,Price,M,10,12,Volleyball,2740,Lakeside High School,2,Junior Varsity,4,70,165,1,5.0,Volleyball; Baseball
108000146,C31533A4-E43C-4883-B4C4-29CE936A6AC5,Zion,,Morris,M,10,7,Basketball,2740,Lakeside High School,1,Varsity,5,72,190,0,,Basketball
108000147,5DEC498A-B321-44AD-A3BA-A7054CC33E5D,Grant,J.,Nelson,M,12,3,Football,2737,North Star High School,3,Freshman,8,72,184,0,,Football
108000148,DC3CEC6A-3573-49DE-90CA-A78F6377E684,Morgan,A.,Martinez,F,12,21,Cross Country,2738,Cedar Creek High School,1,Varsity,6,62,113,0,,Cross Country
108000149,8D5F9588-394B-4C4C-B722-E26DE7F425A1,Selena,J.,Collins,F,10,12,Volleyball,2740,Lakeside High School,2,Junior Varsity,2,67,119,0,,Volleyball
108000150,58387DAC-32D8-4C34-A470-DA8B83F00012,Kai,,Diaz,M,10,7,Basketball,2738,Cedar Creek High School,3,Freshman,5,72,183,0,,Basketball
108000151,4FB02E80-2D31-4D7B-82E1-FD72EBAABAC0,Kya,L.,Haddad,F,9,12,Volleyball,2738,Cedar Creek High School,1,Varsity,4,66,142,1,18.0,Volleyball; Wrestling
108000152,B2EB5961-01B6-4536-B8D0-F91DE7C9FE0A,Diego,M.,Cox,M,8,7,Basketball,2741,Red Oak Middle School,4,7th/8th Grade,5,72,210,0,,Basketball
